energy;tempo;danceability;playlist_genre;loudness;liveness;valence;track_artist;time_signature;speechiness;track_popularity;track_href;track_album_name;playlist_name;track_id;track_name;track_album_release_date;instrumentalness;mode;key;duration_ms;acousticness;playlist_subgenre
725;116988;894;pop;-4984;815;838;JENNIE;4;432;89;https://api.spotify.com/v1/tracks/2CspwnypzT7rcWI9RfsoSb;Mantra;Today's Top Hits;2CspwnypzT7rcWI9RfsoSb;Mantra;2024-10-10;0,00115;0;10;136627;434;mainstream
563;105008;833;pop;-5593;139;343;Rauw Alejandro, Bad Bunny;4;204;82;https://api.spotify.com/v1/tracks/0l0vcZMU7AOeQmUIREoI2U;Cosa Nuestra;Today's Top Hits;0l0vcZMU7AOeQmUIREoI2U;Qué Pasaría...;2024-11-15;0,00127;0;4;182857;528;mainstream
628;11998;757;pop;-6715;221;321;Don Toliver;4;101;85;https://api.spotify.com/v1/tracks/2c7z5oRcPBbqRaBY2mLWcf;HARDSTONE PSYCHO;Today's Top Hits;2c7z5oRcPBbqRaBY2mLWcf;NEW DROP;2024-06-14;209;0;4;217333;189;mainstream
855;127986;638;pop;-486;245;731;Post Malone, Morgan Wallen;4;264;84;https://api.spotify.com/v1/tracks/7221xIgOnuakPdLqT0F3nP;I Had Some Help;Today's Top Hits;7221xIgOnuakPdLqT0F3nP;I Had Some Help (Feat. Morgan Wallen);2024-05-10;0;1;7;178206;757;mainstream
62;117038;741;pop;-5505;398;934;Hozier;4;412;77;https://api.spotify.com/v1/tracks/4IadxL6BUymXlh8RCJJu7T;Unheard;Today's Top Hits;4IadxL6BUymXlh8RCJJu7T;Too Sweet;2024-03-22;809;1;10;251424;295;mainstream
339;97989;705;pop;-10612;12;457;The Marías;4;278;84;https://api.spotify.com/v1/tracks/3siwsiaEoU4Kuuc9WKMUy5;Submarine;Today's Top Hits;3siwsiaEoU4Kuuc9WKMUy5;No One Noticed;2024-05-31;814;1;7;236907;552;mainstream
651;112648;694;pop;-6968;787;471;Oscar Maydon, Fuerza Regida;3;784;93;https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6;Tu Boda;Today's Top Hits;1cOboCuWYI2osTOfolMRS6;Tu Boda;2024-09-26;0,00136;1;6;225881;496;mainstream
601;123994;635;pop;-6129;11;332;Myles Smith;4;295;88;https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10;Stargazing;Today's Top Hits;3Vr3zh0r7ALn8VLqCiRR10;Stargazing;2024-05-10;0;0;1;172533;246;mainstream
691;167029;836;pop;-4222;282;703;GloRilla, Sexyy Red;4;363;70;https://api.spotify.com/v1/tracks/4VI2Y5xg4gYynQqNQNQbTN;WHATCHU KNO ABOUT ME (with Sexyy Red);Today's Top Hits;4VI2Y5xg4gYynQqNQNQbTN;WHATCHU KNO ABOUT ME (with Sexyy Red);2024-10-10;0;1;1;149461;586;mainstream
646;115842;645;pop;-8334;74;295;Ariana Grande;4;427;81;https://api.spotify.com/v1/tracks/46kspZSY3aKmwQe7O77fCC;eternal sunshine;Today's Top Hits;46kspZSY3aKmwQe7O77fCC;we can't be friends (wait for your love);2024-03-08;0,00304;1;5;228639;615;mainstream
471;105029;472;pop;-5692;14;219;Benson Boone;3;603;85;https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9;Beautiful Things;Today's Top Hits;6tNQ70jh4OwmPGpYy6R2o9;Beautiful Things;2024-01-18;0;1;10;180304;151;mainstream
709;194055;744;pop;-5778;847;712;Myke Towers, benny blanco;4;284;84;https://api.spotify.com/v1/tracks/0qeIFEGRQqHoaJtLCl0U73;LA PANTERA NEGRA (DELUXE);Today's Top Hits;0qeIFEGRQqHoaJtLCl0U73;DEGENERE ?? (feat. benny blanco);2024-10-17;0;0;6;130880;501;mainstream
904;167033;739;pop;-2655;948;788;KATSEYE;4;442;85;https://api.spotify.com/v1/tracks/6aJn7Cst74cj4lNIiPRgav;Touch;Today's Top Hits;6aJn7Cst74cj4lNIiPRgav;Touch;2024-07-26;0,00103;0;5;129883;549;mainstream
604;15992;561;pop;-4409;104;242;Teddy Swims;3;337;89;https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj;I've Tried Everything But Therapy (Part 1);Today's Top Hits;17phhZDn6oGtzMe56NuWvj;Lose Control;2023-09-15;0,00019;1;9;210689;199;mainstream
668;90969;646;pop;-5203;212;64;Mark Ambor;4;282;82;https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu;Belong Together;Today's Top Hits;5uQ7de4EWjb3rkcFxyEOpu;Belong Together;2024-02-16;0;1;2;148318;491;mainstream
668;128027;924;pop;-6795;678;787;KAROL G;4;469;93;https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k;Si Antes Te Hubiera Conocido;Today's Top Hits;6WatFBLVB0x077xWeoVc2k;Si Antes Te Hubiera Conocido;2024-06-21;594;1;11;195824;446;mainstream
454;159982;689;pop;-7643;707;912;Djo;4;584;89;https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD;DECIDE;Today's Top Hits;3qhlB30KknSejmIvZZLjOD;End of Beginning;2022-09-16;259;1;2;159246;351;mainstream
386;192004;504;pop;-10976;961;281;Taylor Swift, Post Malone;4;308;84;https://api.spotify.com/v1/tracks/2OzhQlSqBEmt7hmkYxfT6m;THE TORTURED POETS DEPARTMENT;Today's Top Hits;2OzhQlSqBEmt7hmkYxfT6m;Fortnight (feat. Post Malone);2024-04-18;0,00153;1;11;228965;502;mainstream
681;155079;56;pop;-6304;106;388;Omar Courtz, De La Rose;4;244;89;https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW;PRIMERA MUSA;Today's Top Hits;0Sr7ssScx54yxdM2ols7nW;Q U E V A S H A C E R H O Y ?;2024-09-20;0;0;6;223320;103;mainstream
472;101061;898;pop;-7001;141;214;Kendrick Lamar;4;776;88;https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3;Not Like Us;Today's Top Hits;6AI3ezQ4o3HUoP6Dhudph3;Not Like Us;2024-05-04;0;1;1;274192;107;mainstream
711;146921;487;pop;-422;152;317;Jin;4;322;85;https://api.spotify.com/v1/tracks/4p7DTkyrKqT98xlIwYYfXz;Happy;Today's Top Hits;4p7DTkyrKqT98xlIwYYfXz;Running Wild;2024-11-15;0;1;8;151647;175;mainstream
712;9198;848;pop;-3574;106;692;KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd;4;981;84;https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP;+57;Today's Top Hits;3mg9jYNC1NihbthlglzrWP;+57;2024-11-08;0;0;1;298131;221;mainstream
645;114933;882;pop;-7233;57;788;Ndotz;4;601;87;https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES;Embrace It;Today's Top Hits;0io16MKpbeDIdYzmGpQaES;Embrace It;2024-08-23;0,00413;1;1;104419;475;mainstream
872;184115;466;pop;-3344;121;806;Linkin Park;4;336;89;https://api.spotify.com/v1/tracks/2PnlsTsOTLE5jnBnNe2K0A;The Emptiness Machine;Today's Top Hits;2PnlsTsOTLE5jnBnNe2K0A;The Emptiness Machine;2024-09-05;0;1;7;190428;156;mainstream
756;116034;66;pop;-3743;193;838;Jimin;4;32;92;https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU;MUSE;Today's Top Hits;7tI8dRuH2Yc6RuoTjxo4dU;Who;2024-07-19;0;0;0;170888;289;mainstream
508;147125;579;rock;-9484;575;609;Eagles;4;27;81;https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv;Hotel California (2013 Remaster);Rock Classics;40riOy7x9W7GXjyGp4pjAv;Hotel California - 2013 Remaster;1976-12-08;494;1;2;391376;574;classic
89;13352;502;rock;-5175;217;259;AC/DC;4;364;83;https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj;The Razors Edge;Rock Classics;57bgtoPSgt236HzfBOd8kj;Thunderstruck;1990-09-24;117;1;4;292880;147;classic
446;123596;743;rock;-7807;337;278;The White Stripes;4;683;82;https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR;Elephant;Rock Classics;3dPQuX8Gs42Y7b454ybpMR;Seven Nation Army;2003-04-01;118;0;4;232107;39;classic
43;91844;515;rock;-9935;129;104;Radiohead;4;372;86;https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r;Pablo Honey;Rock Classics;70LcF31zb1H0PyJoS1Sx1r;Creep;1993-02-22;133;1;7;238640;97;classic
824;120125;5;rock;-5846;916;539;Nirvana;4;388;76;https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV;Nevermind (Remastered);Rock Classics;4P5KoWXOxwuobLmHXLMobV;Come As You Are;1991-09-26;161;0;4;218920;16;classic
767;96483;592;rock;-2788;127;328;Red Hot Chili Peppers;4;27;81;https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox;Californication (Deluxe Edition);Rock Classics;48UPSzbZjgc449aqz8bxox;Californication;1999-06-08;165;0;9;329733;21;classic
952;125304;445;rock;-5321;112;624;Guns N' Roses;4;522;84;https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW;Appetite For Destruction;Rock Classics;7snQQk1zcKl8gZ92AnueZW;Sweet Child O' Mine;1987-07-21;843;1;6;356067;9;classic
795;158691;464;rock;-9267;399;612;The Rolling Stones;4;926;81;https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8;Aftermath;Rock Classics;63T7DJ1AFDD6Bn8VzG6JE8;Paint It, Black;1966-04-15;244;1;1;202267;493;classic
492;120151;828;rock;-9744;128;789;Fleetwood Mac;4;276;84;https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz;Rumours (Super Deluxe);Rock Classics;0ofHAoxe9vBkTCp2UQIavz;Dreams - 2004 Remaster;1977-02-04;428;1;0;257800;644;classic
881;158066;413;rock;-5541;805;364;Foo Fighters;4;367;81;https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk;The Colour And The Shape;Rock Classics;5UWwZ5lm5PKu6eKsHAGxOk;Everlong;1997-05-20;308;0;11;250547;0,006;classic
716;94379;535;rock;-5025;659;901;Joan Jett & the Blackhearts;4;431;77;https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie;I Love Rock 'N' Roll (Expanded Edition);Rock Classics;2Cdvbe2G4hZsnhNMKyGrie;I Love Rock 'N Roll;1981-11-18;0;1;4;175173;326;classic
322;93503;475;rock;-10687;11;387;Kansas;4;283;79;https://api.spotify.com/v1/tracks/6zeE5tKyr8Nu882DQhhSQI;Point Of Know Return (Expanded Edition);Rock Classics;6zeE5tKyr8Nu882DQhhSQI;Dust in the Wind;1977;56;1;7;206267;367;classic
394;104114;693;rock;-15882;247;721;Pink Floyd;4;428;74;https://api.spotify.com/v1/tracks/4gMgiXfqyzZLMhsksGmbQV;The Wall;Rock Classics;4gMgiXfqyzZLMhsksGmbQV;Another Brick in the Wall, Pt. 2;1979-11-30;694;1;0;238747;782;classic
899;152445;475;rock;-4321;14;603;Bon Jovi;4;637;72;https://api.spotify.com/v1/tracks/0X1sqQ652p1sceKM2nJlIJ;Bon Jovi;Rock Classics;0X1sqQ652p1sceKM2nJlIJ;Runaway;1984-01-23;0,00191;0;9;230667;375;classic
943;85064;442;rock;-3205;91;781;Green Day;4;602;80;https://api.spotify.com/v1/tracks/6L89mwZXSOwYl76YXfX13s;Dookie;Rock Classics;6L89mwZXSOwYl76YXfX13s;Basket Case;1994-02-01;0,000871;1;3;181533;293;classic
345;84581;559;rock;-13496;141;458;Red Hot Chili Peppers;4;459;82;https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0;Blood Sugar Sex Magik (Deluxe Edition);Rock Classics;3d9DChrdc6BOeFsbrZ3Is0;Under the Bridge;1991-09-24;105;1;4;264307;576;classic
814;147193;673;rock;-5411;343;728;Billy Idol;4;367;70;https://api.spotify.com/v1/tracks/1gzIbdFnGJ226LTl0Cn2SX;Billy Idol;Rock Classics;1gzIbdFnGJ226LTl0Cn2SX;White Wedding - Pt. 1;1982-01-01;293;1;9;252200;134;classic
767;127361;532;rock;-5509;39;755;AC/DC;4;574;81;https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo;Back In Black;Rock Classics;2SiXAy7TuUkycRVbbWDEpo;You Shook Me All Night Long;1980-07-25;513;1;7;210173;287;classic
863;136302;723;rock;-789;128;931;The Rolling Stones;4;338;76;https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34;Out Of Our Heads;Rock Classics;2PzU4IB8Dr6mxV3lHuaG34;(I Can't Get No) Satisfaction - Mono Version;1965-07-30;317;1;2;222813;383;classic
449;100456;486;rock;-10298;54;549;David Bowie;4;267;76;https://api.spotify.com/v1/tracks/0pQskrTITgmCMyr85tb9qq;The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster);Rock Classics;0pQskrTITgmCMyr85tb9qq;Starman - 2012 Remaster;1972-06-06;0,000223;1;5;254293;166;classic
902;8974;412;rock;-116;405;422;Led Zeppelin;4;405;72;https://api.spotify.com/v1/tracks/0hCB0YR03f6AmQaHbwWDe8;Led Zeppelin II (1994 Remaster);Rock Classics;0hCB0YR03f6AmQaHbwWDe8;Whole Lotta Love - 1990 Remaster;1969-10-22;131;1;9;333893;484;classic
722;103886;55;rock;-11729;11;716;The Doors;4;283;70;https://api.spotify.com/v1/tracks/14XWXWv5FoCbFzLksawpEe;L.A. Woman;Rock Classics;14XWXWv5FoCbFzLksawpEe;Riders on the Storm;1971-04-19;129;0;11;434720;25;classic
944;105338;394;rock;-6506;298;265;Pearl Jam;4;761;77;https://api.spotify.com/v1/tracks/6QewNVIDKdSl8Y3ycuHIei;Ten;Rock Classics;6QewNVIDKdSl8Y3ycuHIei;Even Flow;1991-08-27;0,000454;0;10;292581;178;classic
952;122093;398;rock;-6042;1;584;Bruce Springsteen;4;61;72;https://api.spotify.com/v1/tracks/0dOg1ySSI7NkpAe89Zo0b9;Born In The U.S.A.;Rock Classics;0dOg1ySSI7NkpAe89Zo0b9;Born in the U.S.A.;1984-06-04;0,00775;1;4;278680;373;classic
917;171176;356;rock;-6006;406;518;The Verve;4;479;79;https://api.spotify.com/v1/tracks/57iDDD9N9tTWe75x6qhStw;Urban Hymns (Remastered 2016);Rock Classics;57iDDD9N9tTWe75x6qhStw;Bitter Sweet Symphony - Remastered 2016;1997-09-29;0;1;9;357267;335;classic
589;124634;455;rock;-864;104;254;Guns N' Roses;4;328;75;https://api.spotify.com/v1/tracks/2N2yrmodOnVF10mKvItC9P;Use Your Illusion I;Rock Classics;2N2yrmodOnVF10mKvItC9P;Don't Cry (Original);1991-09-17;358;1;11;283733;184;classic
805;113253;438;rock;-6237;842;564;Jimi Hendrix;4;624;72;https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f;Electric Ladyland;Rock Classics;2aoo2jlRnM3A0NyLQqMN2f;All Along the Watchtower;1968-10-25;0,00569;1;8;240800;255;classic
239;189507;446;rock;-13945;697;298;Phil Collins;4;316;76;https://api.spotify.com/v1/tracks/18AXbzPzBS8Y3AkgSxzJPb;Face Value (Deluxe Editon);Rock Classics;18AXbzPzBS8Y3AkgSxzJPb;In The Air Tonight - 2015 Remastered;1981-01-01;0,000041;1;0;336453;551;classic
521;123118;721;rock;-8123;127;942;Talking Heads;4;613;76;https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL;Talking Heads '77 (Deluxe Version);Rock Classics;1i6N76fftMZhijOzFQ5ZtL;Psycho Killer - 2005 Remaster;1977-09-16;545;1;2;261413;708;classic
67;129269;619;rock;-10322;331;777;Lenny Kravitz;4;353;71;https://api.spotify.com/v1/tracks/45Ia1U4KtIjAPPU7Wv1Sea;Are You Gonna Go My Way;Rock Classics;45Ia1U4KtIjAPPU7Wv1Sea;Are You Gonna Go My Way;1993-03-09;109;0;11;211933;165;classic
828;10525;539;rock;-9108;154;562;Metallica;4;35;70;https://api.spotify.com/v1/tracks/54bm2e3tk8cliUz3VSdCPZ;Master of Puppets (Remastered Deluxe Box Set);Rock Classics;54bm2e3tk8cliUz3VSdCPZ;Master of Puppets (Remastered);1986-03-03;421;0;4;515387;67;classic
487;114965;73;rock;-10991;852;731;Fleetwood Mac;4;303;79;https://api.spotify.com/v1/tracks/254bXAqt3zP6P50BdQvEsq;Tango In the Night (Deluxe Edition);Rock Classics;254bXAqt3zP6P50BdQvEsq;Everywhere - 2017 Remaster;1987-04-13;1;1;4;226653;258;classic
697;116109;741;rock;-7028;133;774;Creedence Clearwater Revival;4;277;84;https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU;Pendulum (Expanded Edition);Rock Classics;2LawezPeJhN4AWuSB0GtAU;Have You Ever Seen The Rain;1970-12-07;0,00228;1;0;160133;664;classic
579;127215;62;rock;-9307;858;691;The Cars;4;473;69;https://api.spotify.com/v1/tracks/4alHo6RGd0D3OUbTPExTHN;The Cars;Rock Classics;4alHo6RGd0D3OUbTPExTHN;Just What I Needed;1978-06-06;0,00064;1;4;225627;152;classic
912;116761;502;rock;-4556;106;72;Nirvana;4;564;76;https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T;Nevermind (Remastered);Rock Classics;5ghIJDpPoe3CfHMGu71E6T;Smells Like Teen Spirit;1991-09-26;173;1;1;301920;0,0026;classic
833;88785;466;rock;-4215;327;661;Rage Against The Machine;4;304;78;https://api.spotify.com/v1/tracks/59WN2psjkt1tyaxjspN8fp;Rage Against The Machine - XX (20th Anniversary Special Edition);Rock Classics;59WN2psjkt1tyaxjspN8fp;Killing In The Name;1992;0;1;7;313573;266;classic
376;164775;53;rock;-11913;926;188;The Beatles;4;4;75;https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD;Abbey Road (Remastered);Rock Classics;2EqlS6tkEnglzr7tkKAAYD;Come Together - Remastered 2009;1969-09-26;247;0;9;259947;304;classic
786;126755;482;rock;-5735;446;793;Kansas;4;32;73;https://api.spotify.com/v1/tracks/4DMKwE2E2iYDKY01C335Uw;Leftoverture (Expanded Edition);Rock Classics;4DMKwE2E2iYDKY01C335Uw;Carry on Wayward Son;1976;0,00888;1;7;323000;321;classic
789;129802;674;rock;-6903;753;918;Blur;4;676;78;https://api.spotify.com/v1/tracks/1FTSo4v6BOZH9QxKc3MbVM;Blur (Special Edition);Rock Classics;1FTSo4v6BOZH9QxKc3MbVM;Song 2 - 2012 Remaster;1997-02-10;708;1;8;121160;178;classic
441;81334;519;rock;-14178;76;25;Pixies;4;353;76;https://api.spotify.com/v1/tracks/7wCmS9TTVUcIhRalDYFgPy;Surfer Rosa (2007 Remaster);Rock Classics;7wCmS9TTVUcIhRalDYFgPy;Where Is My Mind? - 2007 Remaster;1988-03-21;453;1;4;234973;204;classic
836;113375;743;rock;-6465;384;82;The Clash;4;116;80;https://api.spotify.com/v1/tracks/39shmbIHICJ2Wxnk1fPSdz;Combat Rock (Remastered);Rock Classics;39shmbIHICJ2Wxnk1fPSdz;Should I Stay or Should I Go - Remastered;1982;0;1;2;188987;804;classic
528;109975;932;rock;-6472;163;757;Queen;4;161;71;https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J;The Game (Deluxe Remastered Version);Rock Classics;57JVGBtBLCfHw2muk5416J;Another One Bites The Dust - Remastered 2011;1980-06-27;329;0;5;214653;115;classic
905;128019;602;rock;-4046;117;411;Muse;4;775;75;https://api.spotify.com/v1/tracks/4VqPOruhp5EdPBeR92t6lQ;The Resistance;Rock Classics;4VqPOruhp5EdPBeR92t6lQ;Uprising;2009-09-10;64;1;2;304840;202;classic
519;98883;653;rock;-10164;101;822;Buffalo Springfield;4;497;76;https://api.spotify.com/v1/tracks/1qRA5BS78u3gME0loMl9AA;Buffalo Springfield;Rock Classics;1qRA5BS78u3gME0loMl9AA;For What It's Worth;1966-12-05;209;1;2;153693;406;classic
946;13818;454;rock;-5978;173;647;Van Halen;4;13;68;https://api.spotify.com/v1/tracks/0upLyFR8Rr52ZpMp5esQoq;Van Halen (Remastered);Rock Classics;0upLyFR8Rr52ZpMp5esQoq;You Really Got Me - 2015 Remaster;1978-02-10;0;0;1;156147;223;classic
828;105435;35;rock;-5373;774;147;Soundgarden;4;41;76;https://api.spotify.com/v1/tracks/2EoOZnxNgtmZaD8uUmz2nD;Superunknown (Deluxe Edition);Rock Classics;2EoOZnxNgtmZaD8uUmz2nD;Black Hole Sun;1994-03-09;161;1;6;318587;217;classic
349;124348;489;rock;-14295;866;622;Santana;4;323;70;https://api.spotify.com/v1/tracks/4YMQXzscifAREG0a7KNGhB;Santana's Greatest Hits;Rock Classics;4YMQXzscifAREG0a7KNGhB;Black Magic Woman - Single Version;1994-07-01;789;0;2;196467;676;classic
